finding_type	finding_id	component	installed_version	severity	fixed_versions	presence	relationship	path	exploitability	action	owner	due_date	exception
GRYPE_SOURCE	GO-2026-4947	stdlib	go1.23.12	High	1.25.9|1.26.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4006	stdlib	go1.23.12	High	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-5037	stdlib	go1.23.12	High	1.25.11|1.26.4	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4971	stdlib	go1.23.12	High	1.25.10|1.26.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-5972	stdlib	go1.23.12	High	1.25.13|1.26.6|1.27.0-rc.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-6088	stdlib	go1.23.12	High	1.25.13|1.26.6|1.27.0-rc.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-6089	stdlib	go1.23.12	High	1.25.13|1.26.6|1.27.0-rc.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-5038	stdlib	go1.23.12	High	1.25.11|1.26.4	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4342	stdlib	go1.23.12	Medium	1.24.12|1.25.6	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-6090	stdlib	go1.23.12	High	1.25.13|1.26.6|1.27.0-rc.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4155	stdlib	go1.23.12	High	1.24.11|1.25.5	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4007	stdlib	go1.23.12	High	1.24.9|1.25.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4012	stdlib	go1.23.12	Medium	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4013	stdlib	go1.23.12	High	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4011	stdlib	go1.23.12	Medium	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4015	stdlib	go1.23.12	Medium	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4946	stdlib	go1.23.12	High	1.25.9|1.26.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-6218	stdlib	go1.23.12	Medium	1.25.13|1.26.6|1.27.0-rc.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4008	stdlib	go1.23.12	Medium	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4010	stdlib	go1.23.12	Medium	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4980	stdlib	go1.23.12	Medium	1.25.10|1.26.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4976	stdlib	go1.23.12	Medium	1.25.10|1.26.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-5856	stdlib	go1.23.12	Medium	1.25.12|1.26.5|1.27.0-rc.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4014	stdlib	go1.23.12	Medium	1.24.8|1.25.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-5039	stdlib	go1.23.12	Medium	1.25.11|1.26.4	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4603	stdlib	go1.23.12	Medium	1.25.8|1.26.1	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4970	stdlib	go1.23.12	High	1.25.12|1.26.5|1.27.0-rc.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4982	stdlib	go1.23.12	Medium	1.25.10|1.26.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4864	stdlib	go1.23.12	Medium	1.25.9|1.26.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2025-4175	stdlib	go1.23.12	Medium	1.24.11|1.25.5	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4865	stdlib	go1.23.12	Medium	1.25.9|1.26.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4869	stdlib	go1.23.12	Medium	1.25.9|1.26.2	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4340	stdlib	go1.23.12	Medium	1.24.12|1.25.6	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-6091	stdlib	go1.23.12	Medium	1.25.13|1.26.6|1.27.0-rc.3	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-4602	stdlib	go1.23.12	Low	1.25.8|1.26.1	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
GRYPE_SOURCE	GO-2026-5024	golang.org/x/sys	v0.0.0-20220715151400-c0bba94af5f8	Low	0.44.0	SOURCE_PRESENT_RUNTIME_NOT_EXECUTED	NOT_REPORTED	/forge-dashboard/node_modules/.pnpm/@esbuild+linux-x64@0.25.12/node_modules/@esbuild/linux-x64/bin/esbuild	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/ci.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/release-separation.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/release.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
SEMGREP	yaml.github-actions.security.github-actions-mutable-action-tag.github-actions-mutable-action-tag	SOURCE	N/A	WARNING	N/A	SOURCE_PRESENT_RUNTIME_REVIEW_REQUIRED	N/A	.github/workflows/release.yml	NOT_DEMONSTRATED	OPEN_MANUAL_REVIEW_REQUIRED	OWNER_UNASSIGNED	DUE_DATE_OWNER_REQUIRED	NO_APPROVED_EXCEPTION
